"id","domanda","categoria"
1008,"Esiste un locale dove posso noleggiare la barca da pesca sul lago di Bilancino?",1
1009,"Esiste a folgarida un posto dove posso noleggiare uno zaino porta bebè.?",1
1010,"Chi puo dirmi dove noleggiare passeggini a Milano?",1
1011,"DOVE NOLEGGIARE UNA BICI A GALWAY O KNOCK?",1
1012,"Dove posso noleggiare una punto abarth a roma e dintorni?",1
1013,"noleggiare audi tt - dove?",1
1014,"Posti dove noleggiare manga o fumetti",1
1015,"Qualcuno sa dove noleggiano motorini a bologna?",1
1016,"Dove posso noleggiare una tuta ignifuga omologata?",1
1017,"Dove noleggiare il mitico furgoncino volkswagen?",1
1018,"Dove posso noleggiare un camper da 10 posti letto vicino a genova?grazie!?",1
1019,"dove posso noleggiare un camper nella provincia di bari?",1
1020,"Dove posso noleggiare o comprare un collier di perline per una recita teatrale????????",1
1021,"Mi sapete dire dove noleggiano?",1
1022,"sapete dove noleggiare makkine a los angeles a basso costo?",1
1023,"Dove noleggiare i sci?",1
1024,"Dove noleggiare quad in Piemonte?",1
1025,"dove noleggiano giochi per la wii a MILAZZO??? rispondete x favore....10 pnt!!!!!?",1
1026,"Conoscete qualke posto dove noleggiare una sala insonorizzata x suonare in provincia di Varese?",1
1027,"Dove posso noleggiare delle poltrone?",1
1028,"Dove noleggiare un panda vivo?",1
1029,"Negozio dove noleggiare attrezzatura per soft-air a brescia?",1
1235,"mastoplastica bari consigli?",1
1241,"Consiglio locale per festeggiare 18 anni a bari?",1
1835,"Qualcuno fa endurance/trekking?",4
23,"ciao ragazzi dove posso trovare le traversine per il mio cane di marca ""beautycase""?""?",1
1332,"ragazzi ma a che ora sono aperti?",3
1333,"concerto jovanotti tour ""ora"" aiuto!?",3
1036,"potete dirmi dove posso trovare un interprete per il php?",2
1334,"A che ora aprono i...?",3
1039,"riuscirò a trovare interpreti qui?",2
1335,"A che ora aprono gli Apple Store!!?",3
1336,"A che ora aprono le chiese?",3
1043,"si trova una buona specialistica di interprete e traduttori?",2
1035,"cerco interprete ",2
1059,"cerco...insegnate di canto....?",2
1046,"AIUTO URGENTE!!!!HO BISOGNO DI INSEGNANTI,PROFESSORI E MAESTRI!!!!!!!?",2
1338,"Sulla tuscolana a che ora aprono i negozi?",3
1339,"A che ora aprono le chiese?",3
1340,"a che ora apre oggi pottermore ?",3
1341,"H&M a che ora apre il sabato pomeriggio?",3
1342,"negramaro datchforum, a che ora aprono i cancelli?",3
1343,"A che ora apre la metro a roma di mattina?",3
1344,"Gamestop Catania, a che ora apre?(mattina o pomeriggio)?",3
1345,"A che ora aprono i bar la domenica mattina?",3
1056,"cerco insegnante di rhinoceros?",2
1346,"gardaland: fino a che ore tengono aperte le montagne russe?",3
1347,"Sapete a che ora aprono le edicole?",3
1348,"disney store napoli a che ora apre?",3
1349,"atm milano mezzi pubblici a che ora aperti ?",3
1350,"A che ora aprono..........?",3
1064,"Cerco insegnante privato a Marano di Napoli (NA) per lezioni di algebra e fisica?",2
1351,"A CHE ORA APRONO I PUNTI VENDITA VODAFON?",3
1352,"A che ora apre disneyland Paris?",3
1067,"Cerco un insegnante di pianoforte a Verona?",2
1069,"cerco un sito per insegnare a leggere a un bimbo di 6 anni mi aiutate?",2
1353,"A che ora aprono le biglietterie Gardaland???",3
1354,"A che ora aprono le agenzie interinali?",3
1355,"disney store napoli a che ora apre?",3
1356,"A che ora apre Pottermore oggi?",3
1357,"A che ora apre Pottermore?",3
1210,"cosa mi consigliate di visitare...?",4
1076,"cerco insegnante di elettronica digitale. da dove inizio con la robotica?",2
1225,"Ragazzi un consiglio x sabato sera(BARI).....?",3
1068,"Qualcuno sa dirmi dove posso trovare una scuola di jackson style a milano?",1
1228,"consigli da bari e dintorni! :)?",3
1230,"Abito a bari e vorrei un consiglio...?",3
1234,"Consiglio Parucchieri Bari?",3
1038,"posso trovare un interprete giudiziario italiano/polacco?",2
1242,"Ciao il prossimo fine settimana vado a Bari, vorrei un consiglio...?",3
1042,"posso trovare un interprete cinese-italiano? Mi reco in cina e ho bisogno di un interprete?",2
1078,"Cerco hacker esperto che mi insegni .. Posso anche pagare il service?",2
1079,"cerco aiuto con il mio cane?",2
1080,"Cerco insegnante o stundessa per materia matematica!?",2
1243,"A che ora aprono le cartolerie?",3
1244,"A che ora aprono i tabacchini di pomeriggio?",3
1083,"cercavo.a.roma un insegnante qualificato di kravmaga che faccia lezioni private dove trovarlo?",2
1085,"Mi aiutate a cercare un insegnante di chitarra?",2
1245,"a che ora  apre/chiude il duty free di Fiumicino?",3
1087,"Cerco qualcuno che mi insegni programmare!!?",2
1246,"Ma dopo la pausa pranzo a che ora aprono i negozi?",3
1090,"Cerco un allenatore che mi insegni a giocare a Mw3?",2
1247,"A che ora apre il vulcano buono il lunedì mattina??? =)?",3
1248,"A che ora aprono i negozi sulla Tuscolana il sabato mattina?",3
1249,"a che ora apre una farmacia notturna?",3
1094,"cerco chi mi insegni ad operare nel forex?",2
1095,"Un programmatore disposto a insegnare il suo sapere?",2
1250,"A che ora apre frav a Torino il lunedì mattina?",3
1097,"Cerco insegnante per lezioni private di Giapponese a Roma?",2
1098,"Ci sono scuole a Napoli che insegnano il russo?",2
1251,"a che ora apre e a che ora chiude la metro di Roma? grazie?",3
1100,"Un insegnante....?",2
1101,"Cerco insegnante di canto x gatti?",2
1252,"A che ora aprono le biglietterie Trenitalia?",3
1104,"Cerco libro per imparare il finlandese?",2
1254,"roger waters padova: apertura cancelli a autobus stadio?",3
1255,"Lunedì 25 agosto di mattina sono aperti i negozi a Salerno?????? ?",3
1256,"fino a che ora sono aperti oggi i negozi a milano?",3
1257,"il lunedi le poste italiane a che ora aprono dopo le 13:30?",3
1109,"cercasi libro per imparare il giapponese!?",2
1110,"Cerco un insegnante di canto!!! dove e come! please:((((?",2
1112,"dove trovo persone che mi insegnano a fare i backflip tra le regione piemonte e lombardia??",2
1113,"i cocoriti parlano come insegno alla mia?",2
1259,"a che ora apre la piscina del pamaran a cicciano?",3
1260,"domani lunedì 14 a che ora aprono i principali negozi a milano??? urgentissimo...?",3
1261,"a che ora apre il rimini comix 2010?",3
1262,"a che ore aprono le poste di rovereto?",3
1263,"a che ora??",3
1119,"aiutoooo cerco insegnante di canto!?",2
1264,"..circa a che ora apre  una cartoleria?",3
1121,"cercano insegnanti di religione?",2
1265,"A Che Ora Apre Il Negozio Pinkie di Milanoo?? Helppp!!?",3
1123,"Cerco persona che mi insegni come pulire le scritte fuori dai baloon nei manga?",2
1266,"A che ora apre l unieuro?",3
1125,"Cerco vero insegnate di tennis..?",2
1126,"Cerco insegnante di chitarra classica o acustica....?",2
1127,"Cerco insegnate di batteria a Corato (Bari)?",2
1842,"Trekking nel deserto del Sinai?",4
1957,"gravina-matera orario di treni?",3
1084,"qualcuno che mi insegni il russo?",2
1267,"A che ora aprono i fiorai il giorno di San Valentino?",3
1129,"ahahahah cosa ci insegnano i film?",2
1130,"cerco insegnante di skate?",2
1268,"La domenica a Roma a che ora aprono i giornalai?",3
1269,"BIGLIETTERIE SAN SIRO... a che ora aprono?",3
1133,"cerco insegnate gioco s4 league?",2
1270,"Negozi aperti stasera a Saronno (VA)?",3
1135,"Cerco urgentemente insegnante spagnolo?",2
1136,"Cerco insegnante di chitarra acustica per lezioni private!!?",2
1271,"Per favore! A che ora sono aperte le guardie mediche?",3
1138,"Cerco insegnate QuickScope Mw3?",2
1139,"cerco insegnate di........?",2
1140,"cerco insegnanti di canto online!!!!!!?",2
1141,"Cerco insegnante di chitarra...?",2
1142,"cerco un pizzaiolo che mi insegni il mstiere?",2
1143,"insegnante lingua Coreana Roma CERCO?",2
1144,"Massaggio bioenergetico e riflessologia plantare: cerco un insegnante?",2
1272,"A che ora aprono le gelaterie??????",3
1273,"Ciao, qualcuno sa a che ora é aperto di pomeriggio il consolato turco di Milano?",3
1274,"sapete dirmi a che ora aprono le piste da sci?",3
1148,"Cerco insegnate gioco s4 league?",2
1149,"Cerco qualcuno che mi insegni un po il polacco...?",2
1275,"A che ora apre il jungle splash ad etnaland?",3
1276,"A che ora aprono le cartolerie di solito??",3
1152,"Insegnante privato di pianoforte a matera?",2
1277,"A CHE ORA APRONO I NEGOZI IN CENTRO?",3
1155,"Cerco insegnante di violino?",2
1156,"Cerco pizzaiolo/a che mi insegni il mestiere?",2
1278,"a che ora apre il pattinaggio al lungolago?",3
1158,"aiuto cerco corsi o insegnanti x il recupero di mate????",2
1159,"Cerco un insegnante di canto Scream!!?",2
1279,"a che ora aprono i benzinai?",3
1092,"per piacere, qualcuno mi insegnerebbe il punk?",2
1818,"negozio scarpe da trekking trentino?",1
1280,"a che ora aprono i cancelli al forum di assago?",3
1281,"A che ora aprono i fiorai il giorno di San Valentino?",3
1282,"A che ora aprono gli aeroporti in genere?",3
1283,"A che ora aprono i negozi a Pisa?",3
1284,"qualcuno sa se domani mattina è aperto il negozio pull and bear a Milano?",3
1286,"a che ora apre un locale?",3
1287,"Il Concerto dei Metallica: a che ore aprono i cancelli?",3
1288,"A che ora aprono le agenzie iterinali?",3
1289,"I negozi, a Bari a che ora aprono il pomeriggio?",3
1290,"A che ore aprono domani pomeriggio i negozi a Firenze e..?",3
1291,"a che ora aprono le librerie?",3
1292,"scusatemi, qualcuno sa a che ora aprono i negozi limoni a milano?",3
1293,"A che ora apre la metro di Napoli? (Linea 2)?",3
1294,"A CHE ORA APRONO LE BANCHE IL POMERIGGIO?",3
1828,"Conoscete qualche organizzazione o qualcuno che organizzi gita o trekking a Genova e dintorni?",4
1510,"Tour europeo citta!ditemi?",4
311,"sono di bari vorrei sapere come si vive nella provincia BAT?",3
306,"Eventi su Bari! ",3
312,"aiuto!!! posti da visitare?",4
646,"Prossimi concerti in Italia?",3
573,"come posso raggiungere Faeto da Bari?",3
1253,"fino a che ora un bar puo stare aperto la sera?",3
1358,"justin bieber concerto a roma?",3
1359,"i teen angels quando fanno un concerto a Roma?",3
1829,"Sentieri trekking Lazio o Abruzzo?",4
1830,"qualcuno ha la descrizione del percorso di trekking lungo la via julia augusta tra albenga e andora?",4
1362,"Concerto a Milano, mi consigliate?",3
1363,"concerti a roma coldplay?",3
1364,"Concerti a Londra il 12 -13 -14 febbraio?",3
1365,"Bruno Mars concerto a Milano! Perfavore entrate!?",3
1366,"prossimi concerti a roma?",3
1367,"locali, eventi e concerti a parigi (2012)?",3
1368,"prossimo concerto a milano ???",3
1369,"Concerti ad Amsterdam a Settembre?",3
1370,"Radiohead concerto a Bologna?",3
1371,"concerti a roma nel 2009?",3
1372,"posti migliori per concerto a san siro luglio 2011?",3
1373,"dove trovare biglietti concerto a Bologna?",3
1374,"VASCO CONCERTI???????????",3
1375,"concerto guccini a bassano..?",3
1376,"Concerto gamma ray....raccontate?",3
1377,"Concerti a milano o torino?",3
1378,"Concerti a Miami?",3
1380,"Per i fan di Britney: quanto costa più o meno un biglietto per il suo concerto a Las Vegas?",3
1381,"Quanto costano i biglietti per il concerto a Roma di Avril Lavigne?",3
1382,"Lady Gaga concerto a Seoul?",3
1383,"babaman in concerto a varese....?",3
1831,"Islanda info per trekking?",4
1385,"Concerto a san siroooooo... un consiglio?",3
1386,"Lou Reed in concerto a Lecce?",3
1387,"concerti a parigi in agosto??",3
1388,"Qual è il prossimo concerto a cui andrete?",3
1389,"concerti a berlino?",3
1390,"botteghino x concerti a napoli?",3
1391,"si trovano ancora i biglietti per il concerto dei blink?",3
1833,"qualcuno sa come posso fare a trovare dei sentieri di montagna per il trekking?",4
1393,"Antonello venditti, quando  in prossimo concerto a Roma?",3
1394,"Baglioni in concerto a Lecce?",3
1396,"Concerto a san siro, consigli!!!?",3
1397,"Luoghi per concerti a Firenze?",3
1398,"Emis Killa concerto a Roma?",3
1399,"concerto a carpi il 23?",3
1400,"jonas in concerto a roma??",3
1401,"NICKI MINAJ?? Concerto a Milano?",3
1402,"2010 , un anno di grandi concerti . A quali siete stati?",3
1834,"Qualcuno potrebbe indicarmi le più belle riserve naturali del portogallo per fare trekking?",4
1379,"Concerto a Milano?",3
1395,"ragazzi, dove posso trovare il numero di telefono di coloro ke organizzano i concerti a roma?",2
1404,"quali sono i prossimi concerti a roma?",3
1405,"cosiglio per concerto a rimini?",3
1836,"Itinerari trekking... ne conoscete qualcuno sperimentato e interessante?",4
1407,"Dove trovo biglietti di concerti a Roma?",3
1408,"Concerto a San Siro? Consigli?!?",3
1409,"concerto a udine, stadio friuli?",3
1410,"ma laura pausini farà un nuovo concerto a san siro???",3
1837,"Monte Amiata. Trekking?",4
1412,"Aiuto!!Concerto Slash a Roma!!?",3
1413,"The Killers in concerto a Milano?",3
1414,"Concerti a Milano         ?",3
1415,"concerti a san siro estate 2011?",3
1838,"cè qualcuno che fa trekking a cavallo?endurance anche amatoriale?lavori a cavallo..?",4
1417,"Concerto a Barcellona degli U2?",3
1418,"CONCERTI A LONDRA IN PRIMAVERA?",3
1419,"Mika in concerto a Milano?",3
1420,"Cosa canta J Ax nei suoi concerti?????",3
1421,"Cosa mi porto dietro a un concerto?",3
1422,"wisin y yandel???concerto a roma???",3
1423,"TOKIO HOTEL MANIA: BIGLIETTI CONCERTI A RUBA!?",3
1424,"Concerti a Rimini o..?",3
1425,"Prossimi concerti a Milano?",3
1426,"LAURA PAUSINI CONCERTO A TORINO?",3
1427,"scaletta concerto Guccini a milano?",3
1428,"Avenged sevenfold concerto a milano?",3
1429,"qual è stato il più bel concerto a cui siete andati?",3
1430,"Concerti a Salerno....?",3
1431,"Quanto costano i biglietti del concerto di violetta?",3
1958,"Prezzo e orario treno bari-matera?",3
1434,"locali dove si può vedere la partita inter-juve a bari?",1
1436,"pizzeria non costosa e carina a bari x festeggiare san valentino :)?",1
1439,"conoscete un buon ristorante a bari?",1
1440,"dove posso vedere bari empoli a Milano il 4 maggio?",1
1962,"Perchè sono famosi i sassi di matera?",3
1445,"Bari e provincia: dove posso trovare un negozio...?",1
1965,"I sassi di matera riassunto?",3
1448,"negozio a bari????????????????????????????",1
1449,"Locali salseri a bari?",1
1968,"treno da matera ad altamura?",3
1453,"da quando posso comprare i biglietti della prima giornata della serie a?",1
1970,"Vorrei chiedervi chi è martin matero?",3
1438,"visuale migliore arena della vittoria bari ?",3
1441,"Come si fa a vedere la partitona di stasera?",3
1442,"Cosa visitare a Bari?",4
1460,"dove comprare i biglietti per vedere fiorello a bari?",1
1843,"a coloro che praticano o cmq sanno sul TREKKING/PASSEGGIATE A CAVALLO....?",4
1844,"Come si chiama in italiano ""colui che fa trekking""?",4
1463,"affittare strumenti musicali a bari?",1
1846,"Itinerari e trekking in Brianza?",4
1848,"Allenamento per trekking e free-climbing?",4
1850,"Sentieri Monte Terminio?",4
1851,"trekking a brescia???????????????",4
1853,"Monte Amiata. Trekking?",4
1854,"Trekking con passaggio sul ponte tibetano a Claviere in val Susa?",4
1856,"domanda sui siberian husky: dog trekking e dog bike !!!?",4
1857,"conoscente percorso trekking sul lago di como segnalato nel Venerdì di Repubblica del 13-7-12?",4
1858,"Informazioni sul trekking nel kilimangiaro?",4
1845,"il trekking è molto faticoso??? può essere praticato da tutti?",3
1973,"collegamenti per matera??",3
1852,"Domande sul trekking?",3
1976,"matera cosa vedere e dove andare?",3
1977,"matera e dintorni?",3
1491,"perché non vedo i canali svizzeri a milano ?",3
1495,"sapete elencarmi qualche bel posto da vedere a milano?",3
1980,"qualkuno di matera ???? =D?",3
1498,"locali dove vedere il derby a milano e provincia?",3
1981,"materani e matera parliamone?",3
1506,"la stazione porta garibaldi (milano) è in centro? cosa vedere a milano?",3
1508,"parchi belli da vedere a milano....?",3
1443,"come si vede la partita dalla tribuna ovest superiore al san nicola di bari?",3
1458,"visita a bari!!??? piccolo aiuto?",4
1459,"cosa vedere a bari in un giorno?",4
1464,"autobus bari sarajevo?",3
1479,"cosa si può vedere in 1 giorni a milano??",4
1481,"Posti belli a milano ?",4
1483,"fumetterie a milano?",1
1485,"cose da fare assolutamente a milano?",4
1492,"posti carini da vedere in 5 giorni a milano;?",4
1497,"Posti da vedere assolutamente a milano?",4
1500,"è possibile vedere a milano?",4
1501,"Cosa mi consigliate di vedere a milano?!?",4
1502,"Posti da vedere assolutamente a milano!?",4
1503,"cosa vedere a milano?",4
1504,"Che cosa mi consigliate di andare a vedere a milano?",4
1505,"cosa si puo andare a vedere a milano?",4
1507,"cose da vedere a milano?",4
1975,"punti vendita abbigliamento siviglia a gravina e/o matera?",1
1466,"ciao santite potete suggerirmi dove comprare un plaid in pail a Bari?",3
1467,"È possibile vedere internamente un aereo a Bari?",3
1468,"3 giorni a Milano, cosa fare?",4
1487,"scuola professionale nail art a milano?",1
1490,"Chi conosce un pub milanista per vedere il derby a milano?",1
1988,"Ristorantino a matera romantico?",3
1990,"Informazioni sulla città di matera?",3
1992,"specialità alimentari di policoro/matera?",3
1994,"curiosità sui sassi di matera?",3
1996,"matera CITTà DEI SASSI?",3
1998,"per chi conosce matera...?",3
2006,"help dialetto matera!!!?",3
2008,"sassi di matera... consiglio!!!!?",3
2010,"Treno per matera 10 punti?",3
2012,"documentario sulle caverne di matera?",3
2013,"chi di voi è di matera (o dintorni)?",3
2014,"differenze tra il pane di altamura e quello di matera.?",3
1986,"battiti live 2008 matera?",3
1987,"scarpe byblos a matera?",1
1997,"Un negozio dove vendo le kawasaki scarpe a gioia o matera?",1
2001,"chi di voi ha visitato i sassi di matera?",3
2003,"chi è di matera?",3
2004,"negozi munich a matera?",1
1999,"chi è di matera??????????????",3
2007,"itinerari a matera??",4
2009,"URGENTEEEEE!!!!!negozio denny rose matera?",1
1875,"qualcuno mi potrebbe descrivere la piantina di Santeramo in Colle?",3
1513,"Tour della Transilvania in 3 giorni! Aiuto!?",4
1517,"Cosa visitare in un giorno a Napoli considerando che arriverò in treno ?",4
1518,"visita a cinecità roma?",4
1522,"giro turistico a roma!?",4
1524,"notte bianca a roma.?",4
1526,"Tre giorni a Torino: consigli su dove mangiare e luoghi da visitare?",4
1531,"castelli romani come arrivarci?",4
1536,"Itinerario  di un giorni per Roma.....?",4
1541,"Cosa visitare a Roma in soli tre giorni?",4
1542,"TOUR ROMA: cosa mi consigliate come programma?",4
1543,"Cosa fare a Roma di particolare da turista?",4
1544,"Tour della Sicilia 15 gg ad agosto: dove andare?",4
1545,"Qualcuno sarà nel tour viaggi di gruppo in pullman negli Stati Uniti?",4
1546,"Viaggio a Roma?",4
1547,"Week-end a Roma: Cosa mi consigliate di vedere?",4
1548,"Week-end a Roma... cosa posso vedere?",4
1549,"tour di roma aiutooo?",4
1550,"Week end Roma?",4
1551,"Due giorni a Roma!! Piccolo itinerario!!?",4
1552,"come posso fare per visitare cinecittà a roma?",4
1553,"Consiglio vacanze tour in Italia?",4
1555,"Tour di Roma in 24h.. Heeelp?",4
1556,"Roma da visitare in 1 giorno?",4
1557,"Weekend-regalo di compleanno a Roma, dove andare? cosa visitare?",4
1558,"bus roma pompei per tour giornaliero?",4
1559,"Week a Roma Aprile 09: cosa visitare? Come spostarmi?",4
1560,"qualche consiglio per saltare le file e vedere più cose possibili a Roma in 3 giorni?",4
1561,"Tour di Roma...chi di voi mi fa da guida?",4
1562,"Avendo a disposizione 5giorni, che tour mi consigliereste per visitare roma?",4
1563,"Monumenti da visitare  Roma...?",4
1564,"Tour di Roma a Dicembre..?",4
1516,"HELPPPP dv alloggiare a Roma x una notte?",1
1554,"Mi suggerite un itinerario a Roma?",4
1601,"Basilica di San Pietro!!?",4
1602,"da parigi per la basilica di saint denis e fontainebleau?",4
1603,"Roma musei vaticani, basilica di san pietro e cappella sistina?",4
1604,"attrazioni barcellona ?e card barcellona ?",4
1605,"come si fa x entrare alla basilica di san pietro?",4
1606,"VENEZIA: dove andare questo fine settimana?",4
1607,"SITO DOVE POTER COMPRARE BIGLIETTI BASILICA DI SAN PIETRO-VATICANO?",4
1608,"Quanto ci vuole per visitare la Basilica di S. Pietro e Castel S. Angelo?",4
1617,"borghi medievali toscani?",4
1634,"consiglio abitare nel centro storico di vicenza borgo berga?",3
1635,"è possibile fare i pendolari da Piacenza( centro storico) a Parma (zona borgo carissimi) in treno?",3
1638,"mi sapete consigliare qualche borgo molto carino nella campagna toscana?",4
1641,"siete mai venuti a gravina in puglia (ba) ?",3
1643,"Cerco Centro SPA / beauty farm : Puglia o Basilicata!!!?",1
1645,"Vacanze in Puglia con bimba di 4 anni, in villaggio, che mi consigliate?",3
1647,"Conoscete il campeggio Sunbay (Taranto) in Puglia?",3
1649,"ciao ragaaaaaaaaaa!!!!! per pasquetta in puglia??????",3
1565,"Si possono visitare i Giardini Vaticani senza tour guidato obbligatorio?",4
1566,"TOUR ROMA MILANO mi date un Aiuto?",4
1567,"Tour di Roma in 4 giorni?",4
1568,"Tour di Roma in 1 giorno!!!?",4
1569,"Visitare Roma e musei?",4
1570,"Cosa visitare a Roma in un pomeriggio con due bambini piccoli?",4
1571,"Mi potreste dire cosa visitare principalmente a Roma?",4
1528,"Roma in 1 giorno: come spostarsi?",3
1530,"Informazioni su Ostia: mare, spiaggia e diverimenti!?",3
1532,"Roma romantica...posti più belli.?",3
1535,"ciao ragazzi mi potreste aiutare con delle infomazioni?? qst domanda è sopratutto x ki vive a roma?",3
1537,"Aiuto per un Tour nel lazio?",4
1540,"Bed and Breakfast a Villa Adriana(Roma)?",3
1573,"Egitto, visite archeologiche da Sharm??",4
1876,"perchè i trulli esistono solo in puglia?",3
1879,"ACCABADORA aiuto! chi lo ha letto?",3
1580,"parco archeologico, vi prego è urgente?",4
1582,"Quali beni culturali e ambientali si possono visitare gratis in Campania? ?",4
1880,"Ma gli indipendentisti in Sardegna ci sono o ci fanno?",3
1584,"Mi date consigli sui posti dove poter fare un week end in agosto?",4
1572,"Abitanti di Matera e/o dintorni?",3
1574,"Settimana della cultura Roma...musei gratuiti....?",3
1578,"Napoli 17 marzo: consigli su musei, mostre, eventi?",3
1581,"Alcune domande su legislazione dei beni culturali e ambientali chi mi aiuta?",3
1882,"Chi è mai stato a Matera? Potete descrivermela?",3
1588,"Visita turistica in zona Palermo?",4
2017,"Qual è la stazione più vicina a matera??? Basicata....?",3
1590,"Visite guidate acquario genova?",4
2019,"negozi a matera di boxe?",3
1595,"Santuario Madonna della Civita?",4
2022,"chi è che conosce stigliano in provincia di matera?",3
2023,"come si arriva a matera?? da milano?",3
2024,"chi mi sa dire quanti negozi di cornici ci sono a matera? sono efficienti?",3
2026,"quando iniziano le scuole superiori a matera???",3
1611,"Suggerimenti meta turistica?",4
1612,"Festa di San Gennaro a Napoli!?!!?",4
1613,"Quali sono i siti storici migliore da vedere in Sardegna del nord?",4
2027,"conservatorio matera?",3
1599,"Ciao qualcuno di voi sa dirmi quando ci sarà la benedizione delle penne al Santuario di S.Gabriele?",3
2029,"chi ha mai visto i sassi di matera?",3
2030,"definizione sassi di matera e trulli. urgente grazie! :)?",3
2016,"Cerco disperatamente insegnante privato di pianoforte a matera?",2
1615,"Situazione storica -1850 IN SICILIA?",4
1616,"paesi caratteristici e storici nel milanese?",4
1620,"Borghi e paesini..?",4
1621,"informazioni sul borgo di Milazzo?(sicilia)?",4
1624,"Quali sono i luoghi più caratteristici che rendono belle le Marche?",4
1625,"Cosa visitare a Borgo San Dalmazzo?",4
1626,"Città italiane belle da visitare?",4
1628,"Mare toscano, turismo a dicembre. dove?",4
1629,"mare ligure, turismo a dicembre. dove?",4
1632,"vacanze Gallipoli...borgo nuovo o centro storico ?",4
1633,"scoprire le origini di una vecchissima casa di un borgo di montagna-catasto storico?",4
2032,"come si arriva a matera in treno?",3
1639,"lista dei borghi di firenze?",4
2038,"aiuto persone di matera !!!!!!! 10 pnt?",3
1644,"Posti belli puglia gargano e non!!!!?",4
1646,"vorrei fare un viaggio in Puglia ma non so dove?",4
2042,"sassi di matera suggerimenti?",3
1648,"Si può fare il bagno a maggio in Puglia?",4
2043,"Chi conosce matera? Ci siete mai stati?",3
1650,"Cosa vedere in puglia?",4
1651,"A settembre partiremo per un Puglia Tour in camper; avete dei consigli sulle località da visitare? ",4
1652,"Vacanze in puglia......?",4
1654,"cosa visitare nei dintorni di barletta?",4
2045,"quanto dista matera da bolzano?",3
2046,"sapete se ci sono treni per partire da matera?",3
1657,"qlcuno conosce un bel posto in puglia cilento e zone limitrofe?",4
2047,"sassi di matera chi mi indica?",3
1660,"Monumenti medievale in puglia, chi mi da qualche idea?",4
1662,"informazioni castello di Lucera?",4
1663,"cosa mi consigliate da vedere o visitare in puglia?",4
2034,"In che via trovo corsi di ginnastica artistica a matera?",1
1700,"Cosa vedere in puglia?",4
2039,"scarpe fornarina a matera!??",1
2041,"ristoranti buoni a matera?",1
2044,"dove posso fare i rasta a matera?quanto potrebbe costare?",1
2099,"in quali altri paesi, come in Italia, si parlano così tanti dialetti che sono vere e proprie lingue?",3
2100,"Benche essendo tutti Italiani, abbiamo tutti un dialetto....???",3
2101,"La regione Puglia, così come la Sicilia, in passato è stata conquistata e dominata dai normanni?",3
2102,"mi aiutate??? Ricerca su Vieste (puglia) ?",3
2104,"i dialetti italiani sono destinati ad estinguersi???????",3
1891,"Dove dormire in Valle d’Itria?",3
1666,"puglia vacanze?",4
1667,"Puglia ...ki mi consiglia????",4
1668,"Vacanze in Puglia: consigli?",4
1669,"puglia vacanze!!! =) entrateee!!?",4
1670,"SOLUZIONE IN PUGLIA A FINE AGOSTO. Bel mare e con possibilità di spostarsi.?",4
1671,"Chi mi consiglia un Itinerario per la Puglia?",4
1892,"Quanto dista la località Correggio dalla zona Trulli?",3
1673,"paese più adatto per vacanza in puglia con dei bambini piccoli?",4
1674,"la puglia..terra da scoprire..consigli?",4
1675,"Posti belli della Puglia?",4
1893,"Chi di voi conosce bene la Puglia?",3
1677,"devo fare un viaggio in puglia?",4
1678,"I posti più belli della Puglia?",4
1679,"puglia: gargano o salento?",4
1894,"Quali città o zone della puglia conoscete?",3
1681,"Avete un villaggio da consigliarmi in Puglia..?",4
1682,"possibile percorso fra i castelli federiciani?",4
1683,"estate in puglia: consigli?",4
1684,"vacanze in puglia?",4
1685,"vgfacanze in puglia?",4
1686,"AIUTO!!! una meta storico-artistica di carattere romano in puglia?",4
1687,"Siete mai stati in Puglia?",4
1896,"domani sarò ad alberobello...cosa mi consigliate di visitare?",3
1690,"salve,vorrei fare il capodanno in puglia,dove mi consigliate di andare?",4
1691,"Puglia zona manfredonia?",4
1693,"Mi trovate delle mappe sui castelli di federico II di Svevia...in Puglia?",4
1897,"luoghi per rilassarsi come ad esempio giardini zen?",3
1696,"i castelli + belli d italia?",4
1959,"Insegnante privato di pianoforte a matera?",2
1698,"Posti da visitare in puglia...?",4
1699,"castelli, monumenti epoca medievale?",4
1694,"cenare in un castello pugliese?",1
1961,"dove posso comprare finger bmx a matera?",1
1963,"c'è qualcuno della provincia di matera?",3
2106,"come si dice nel vostro dialetto ""domani andiamo a roma""?",3
2109,"i vostri dialetti?",3
2111,"Come si dice ""Bentornati"" in dialetto salentino?",3
2112,"Dialetto salentino-Brindisi. Aiuto?",3
2113,"ragazzi della puglia mi dite la differenza tra il dialetto di barletta e quello di bari?",3
2114,"storia del dialetto in provincia di taranto?",3
2115,"Differenza nel parlare in dialetto?",3
2118,"Da dove nascono i dialetti?",3
2119,"perché in puglia ci sono mille dialetti?",3
2120,"qual è il dialetto più bello della Puglia?",3
2051,"raga dialetto pugliese...!help?",3
2056,"qualcuno che conosce bene la puglia???",3
1702,"Mi dite una città bella della Puglia da visitare in un giorno in questo periodo?",4
1900,"Ai ragazzi e ragazze di martina franca?",3
1901,"Qualcuno è mai stato a Martina Franca?",3
1706,"Posti belli puglia gargano e non!!!!?",4
1707,"Consigli per una vacanza?",4
1708,"Cerco Centro SPA / beauty farm : Puglia o Basilicata!!!?",4
1709,"Monumenti medievale in puglia, chi mi da qualche idea?",4
